imdbId,Genre
109642.0,"['Crime', 'Drama', 'Mystery']"
111797.0,"['Comedy', 'Drama', 'Romance']"
109758.0,"['Comedy', 'Crime', 'Romance']"
109707.0,"['Biography', 'Comedy', 'Drama']"
113117.0,"['Comedy', 'Drama', 'Romance']"
113198.0,"['Animation', 'Adventure', 'Comedy']"
113303.0,"['Fantasy', 'Horror', 'Thriller']"
113089.0,"['Drama', 'Family', 'Fantasy']"
109771.0,"['Biography', 'Drama', 'Music']"
113199.0,"['Comedy', 'Drama', 'Family']"
113234.0,"['Animation', 'Action', 'Adventure']"
110057.0,"['Documentary', 'Drama', 'Sport']"
110005.0,"['Biography', 'Crime', 'Drama']"
110116.0,"['Biography', 'Drama', 'Music']"
110006.0,"['Comedy', 'Drama', 'Family']"
113360.0,"['Action', 'Drama', 'Thriller']"
110148.0,"['Drama', 'Fantasy', 'Horror']"
113463.0,"['Biography', 'Drama', 'History']"
110216.0,"['Comedy', 'Romance', 'Sci-Fi']"
113501.0,"['Action', 'Crime', 'Drama']"
113538.0,"['Adventure', 'Comedy', 'Family']"
113552.0,"['Action', 'Crime', 'Thriller']"
76759.0,"['Action', 'Adventure', 'Fantasy']"
110367.0,"['Drama', 'Family', 'Romance']"
113670.0,"['Drama', 'Family', 'Fantasy']"
109731.0,"['Crime', 'Drama', 'Thriller']"
110322.0,"['Drama', 'Romance', 'War']"
110443.0,"['Adventure', 'Comedy', 'Family']"
110391.0,"['Comedy', 'Drama', 'Romance']"
110428.0,"['Biography', 'Comedy', 'Drama']"
109836.0,"['Drama', 'Horror', 'Romance']"
117169.0,"['Action', 'Crime', 'Drama']"
113948.0,"['Action', 'Sci-Fi', 'Thriller']"
114069.0,"['Action', 'Drama', 'Thriller']"
110413.0,"['Crime', 'Drama', 'Thriller']"
114113.0,"['Comedy', 'Romance', 'Drama']"
110932.0,"['Biography', 'Drama', 'History']"
110963.0,"['Biography', 'Crime', 'Drama']"
114214.0,"['Action', 'Romance', 'Thriller']"
111495.0,"['Drama', 'Mystery', 'Romance']"
108394.0,"['Drama', 'Music', 'Mystery']"
111507.0,"['Comedy', 'Drama', 'Romance']"
114268.0,"['Drama', 'Family', 'Comedy']"
110965.0,"['Drama', 'Horror', 'Thriller']"
111333.0,"['Animation', 'Comedy', 'Family']"
111112.0,"['Drama', 'Family', 'Fantasy']"
111255.0,"['Action', 'Crime', 'Drama']"
111282.0,"['Action', 'Adventure', 'Sci-Fi']"
111070.0,"['Comedy', 'Drama', 'Family']"
106966.0,"['Comedy', 'Drama', 'Romance']"
110081.0,"['Drama', 'History', 'War']"
114614.0,"['Action', 'Comedy', 'Sci-Fi']"
114608.0,"['Action', 'Fantasy', 'Horror']"
111280.0,"['Action', 'Adventure', 'Mystery']"
114609.0,"['Crime', 'Horror', 'Thriller']"
111454.0,"['Biography', 'Drama', 'Romance']"
114852.0,"['Horror', 'Sci-Fi', 'Thriller']"
111590.0,"['Comedy', 'Drama', 'Romance']"
114857.0,"['Action', 'Crime', 'Sci-Fi']"
114924.0,"['Comedy', 'Drama', 'Romance']"
110598.0,"['Comedy', 'Drama', 'Romance']"
112435.0,"['Comedy', 'Drama', 'Family']"
106339.0,"['Biography', 'Drama', 'Music']"
104779.0,"['Drama', 'Romance', 'Thriller']"
109444.0,"['Action', 'Crime', 'Drama']"
109446.0,"['Crime', 'Drama', 'Mystery']"
109484.0,"['Comedy', 'Drama', 'Romance']"
109506.0,"['Action', 'Drama', 'Fantasy']"
109450.0,"['Biography', 'Drama', 'Sport']"
109813.0,"['Comedy', 'Family', 'Fantasy']"
109830.0,"['Comedy', 'Drama', 'Romance']"
109831.0,"['Comedy', 'Drama', 'Romance']"
113305.0,"['Crime', 'Drama', 'Romance']"
110091.0,"['Comedy', 'Drama', 'Romance']"
110093.0,"['Action', 'Comedy', 'Romance']"
110167.0,"['Comedy', 'Drama', 'Romance']"
110213.0,"['Adventure', 'Family', 'Romance']"
107472.0,"['Documentary', 'Biography', 'History']"
110357.0,"['Animation', 'Adventure', 'Drama']"
111686.0,"['Fantasy', 'Horror', 'Mystery']"
110475.0,"['Comedy', 'Family', 'Fantasy']"
110478.0,"['Action', 'Adventure', 'Comedy']"
110950.0,"['Comedy', 'Drama', 'Romance']"
105226.0,"['Crime', 'Drama', 'Thriller']"
110997.0,"['Action', 'Adventure', 'Crime']"
111257.0,"['Action', 'Adventure', 'Crime']"
111438.0,"['Action', 'Crime', 'Sci-Fi']"
111503.0,"['Action', 'Comedy', 'Thriller']"
111742.0,"['Drama', 'Horror', 'Romance']"
111756.0,"['Adventure', 'Biography', 'Crime']"
112443.0,"['Crime', 'Drama', 'Thriller']"
110399.0,"['Action', 'Comedy', 'Crime']"
109454.0,"['Drama', 'History', 'Romance']"
110186.0,"['Crime', 'Drama', 'Romance']"
108069.0,"['Animation', 'Adventure', 'Sci-Fi']"
111301.0,"['Action', 'Adventure', 'Comedy']"
112702.0,"['Action', 'Comedy', 'Thriller']"
112849.0,"['Drama', 'Mystery', 'Romance']"
113014.0,"['Drama', 'Comedy', 'Crime']"
113173.0,"['Adventure', 'Crime', 'Drama']"
112889.0,"['Comedy', 'Crime', 'Drama']"
110027.0,"['Action', 'Fantasy', 'Romance']"
113409.0,"['Fantasy', 'Horror', 'Mystery']"
109021.0,"['Biography', 'Drama', 'Sport']"
109035.0,"['Crime', 'Drama', 'Sport']"
109068.0,"['Comedy', 'Crime', 'Music']"
109067.0,"['Comedy', 'Family', 'Sport']"
106292.0,"['Action', 'Comedy', 'Crime']"
109219.0,"['Comedy', 'Drama', 'Romance']"
109254.0,"['Action', 'Comedy', 'Crime']"
109279.0,"['Adventure', 'Drama', 'Family']"
109297.0,"['Crime', 'Drama', 'Mystery']"
109303.0,"['Action', 'Crime', 'Drama']"
106471.0,"['Drama', 'Mystery', 'Romance']"
109361.0,"['Adventure', 'Comedy', 'Romance']"
106519.0,"['Crime', 'Drama', 'Thriller']"
106582.0,"['Action', 'Adventure', 'Thriller']"
109456.0,"['Mystery', 'Romance', 'Thriller']"
109480.0,"['Comedy', 'Crime', 'Thriller']"
109493.0,"['Action', 'Comedy', 'Crime']"
106697.0,"['Action', 'Crime', 'Sci-Fi']"
109729.0,"['Documentary', 'Adventure', 'Sport']"
106834.0,"['Comedy', 'Drama', 'Romance']"
106873.0,"['Comedy', 'Crime', 'Thriller']"
106332.0,"['Drama', 'Music', 'Romance']"
106926.0,"['Drama', 'Mystery', 'Romance']"
111712.0,"['Comedy', 'Crime', 'Mystery']"
106941.0,"['Comedy', 'Drama', 'Romance']"
106918.0,"['Drama', 'Mystery', 'Thriller']"
106965.0,"['Adventure', 'Drama', 'Family']"
109842.0,"['Crime', 'Drama', 'Thriller']"
106977.0,"['Action', 'Crime', 'Drama']"
107004.0,"['Drama', 'History', 'Western']"
109890.0,"['Action', 'Adventure', 'Crime']"
109891.0,"['Comedy', 'Crime', 'Family']"
107057.0,"['Crime', 'Drama', 'Thriller']"
107096.0,"['Action', 'Biography', 'Drama']"
110064.0,"['Comedy', 'Music', 'Romance']"
110074.0,"['Comedy', 'Drama', 'Fantasy']"
107206.0,"['Action', 'Drama', 'Thriller']"
110137.0,"['Romance', 'Comedy', 'Drama']"
108551.0,"['Biography', 'Drama', 'Music']"
110197.0,"['Crime', 'Comedy', 'Drama']"
107286.0,"['Action', 'Crime', 'Drama']"
107290.0,"['Adventure', 'Sci-Fi', 'Thriller']"
107302.0,"['Crime', 'Drama', 'Thriller']"
107362.0,"['Action', 'Adventure', 'Comedy']"
107497.0,"['Crime', 'Mystery', 'Thriller']"
107554.0,"['Crime', 'Drama', 'Thriller']"
116253.0,"['Action', 'Adventure', 'Thriller']"
74102.0,"['Biography', 'Drama', 'Horror']"
111689.0,"['Comedy', 'Drama', 'Romance']"
107616.0,"['Comedy', 'Drama', 'Romance']"
107614.0,"['Comedy', 'Drama', 'Family']"
110657.0,"['Action', 'Drama', 'Family']"
110678.0,"['Action', 'Drama', 'Sci-Fi']"
110687.0,"['Adventure', 'Comedy', 'Drama']"
107756.0,"['Biography', 'Drama', 'Fantasy']"
107808.0,"['Crime', 'Drama', 'Thriller']"
107822.0,"['Drama', 'Music', 'Romance']"
107889.0,"['Action', 'Drama', 'Sport']"
111003.0,"['Horror', 'Sci-Fi', 'Thriller']"
110939.0,"['Comedy', 'Crime', 'Drama']"
110955.0,"['Comedy', 'Crime', 'Drama']"
107969.0,"['Action', 'Crime', 'Drama']"
107978.0,"['Action', 'Crime', 'Sci-Fi']"
107977.0,"['Adventure', 'Comedy', 'Musical']"
107983.0,"['Action', 'Crime', 'Drama']"
108002.0,"['Biography', 'Drama', 'Sport']"
108052.0,"['Biography', 'Drama', 'History']"
111094.0,"['Comedy', 'Drama', 'Sport']"
108071.0,"['Drama', 'Family', 'Fantasy']"
111127.0,"['Comedy', 'Crime', 'Horror']"
111143.0,"['Action', 'Adventure', 'Crime']"
108101.0,"['Biography', 'Drama', 'Romance']"
111201.0,"['Comedy', 'Drama', 'Romance']"
108149.0,"['Comedy', 'Drama', 'Mystery']"
108160.0,"['Comedy', 'Drama', 'Romance']"
108186.0,"['Comedy', 'Drama', 'Romance']"
108238.0,"['Action', 'Crime', 'Mystery']"
108255.0,"['Adventure', 'Comedy', 'Family']"
111323.0,"['Action', 'Adventure', 'Crime']"
111400.0,"['Action', 'Comedy', 'Mystery']"
108328.0,"['Biography', 'Drama', 'Music']"
111418.0,"['Comedy', 'Romance', 'Drama']"
107688.0,"['Animation', 'Family', 'Fantasy']"
108333.0,"['Action', 'Adventure', 'Comedy']"
108358.0,"['Action', 'Biography', 'Drama']"
111488.0,"['Thriller', 'Crime', 'Drama']"
108399.0,"['Crime', 'Drama', 'Romance']"
110763.0,"['Animation', 'Adventure', 'Comedy']"
110259.0,"['Drama', 'Romance', 'Thriller']"
110363.0,"['Comedy', 'Family', 'Sport']"
111709.0,"['Comedy', 'Crime', 'Drama']"
110366.0,"['Comedy', 'Family', 'Romance']"
109120.0,"['Adventure', 'Drama', 'Family']"
108059.0,"['Crime', 'Drama', 'Thriller']"
110892.0,"['Comedy', 'Drama', 'History']"
109382.0,"['Biography', 'Comedy', 'Drama']"
99653.0,"['Drama', 'Fantasy', 'Romance']"
103639.0,"['Animation', 'Adventure', 'Comedy']"
103064.0,"['Action', 'Sci-Fi', 'Thriller']"
99348.0,"['Adventure', 'Drama', 'Western']"
114706.0,"['Action', 'Drama', 'Thriller']"
102926.0,"['Crime', 'Drama', 'Thriller']"
29583.0,"['Animation', 'Family', 'Fantasy']"
101414.0,"['Animation', 'Family', 'Fantasy']"
32910.0,"['Animation', 'Comedy', 'Family']"
110719.0,"['Comedy', 'Drama', 'Fantasy']"
65214.0,"['Action', 'Adventure', 'Western']"
110395.0,"['Crime', 'Romance', 'Thriller']"
117247.0,"['Comedy', 'Drama', 'Romance']"
116282.0,"['Crime', 'Drama', 'Thriller']"
116552.0,"['Adventure', 'Comedy', 'Family']"
82509.0,"['Animation', 'Adventure', 'Fantasy']"
110374.0,"['Drama', 'Thriller', 'Mystery']"
65421.0,"['Animation', 'Adventure', 'Comedy']"
116165.0,"['Comedy', 'Family', 'Sport']"
113839.0,"['Comedy', 'Drama', 'Romance']"
112712.0,"['Action', 'Drama', 'Thriller']"
117891.0,"['Comedy', 'Crime', 'Drama']"
113613.0,"['Comedy', 'Crime', 'Drama']"
117381.0,"['Crime', 'Drama', 'Mystery']"
115509.0,"['Animation', 'Adventure', 'Family']"
114658.0,"['Action', 'Comedy', 'Family']"
113448.0,"['Comedy', 'Drama', 'Romance']"
116095.0,"['Drama', 'Horror', 'Thriller']"
111543.0,"['Adventure', 'Comedy', 'Romance']"
115956.0,"['Action', 'Drama', 'Mystery']"
117060.0,"['Action', 'Adventure', 'Thriller']"
109028.0,"['Comedy', 'Drama', 'Mystery']"
112257.0,"['Horror', 'Mystery', 'Thriller']"
116136.0,"['Action', 'Adventure', 'Fantasy']"
54189.0,"['Crime', 'Drama', 'Thriller']"
115591.0,"['Comedy', 'Drama', 'Romance']"
116683.0,"['Animation', 'Adventure', 'Family']"
116269.0,"['Comedy', 'Crime', 'Drama']"
114787.0,"['Comedy', 'Drama', 'War']"
113720.0,"['Drama', 'Romance', 'War']"
117128.0,"['Comedy', 'Horror', 'Sci-Fi']"
117705.0,"['Animation', 'Adventure', 'Comedy']"
62711.0,"['Adventure', 'Comedy', 'Fantasy']"
110061.0,"['Action', 'Drama', 'Thriller']"
140614.0,"['Comedy', 'Horror', 'Sci-Fi']"
108181.0,"['Short', 'Drama', 'Thriller']"
58898.0,"['Drama', 'Mystery', 'Sci-Fi']"
82206.0,"['Comedy', 'Crime', 'Drama']"
114048.0,"['Action', 'Adventure', 'Comedy']"
117104.0,"['Comedy', 'Drama', 'Romance']"
117688.0,"['Action', 'Sci-Fi', 'Thriller']"
117774.0,"['Action', 'Crime', 'Drama']"
114736.0,"['Crime', 'Drama', 'Mystery']"
112604.0,"['Comedy', 'Drama', 'Romance']"
116289.0,"['Comedy', 'Crime', 'Drama']"
104046.0,"['Biography', 'Drama', 'History']"
115742.0,"['Mystery', 'Drama', 'Romance']"
117420.0,"['Action', 'Adventure', 'Thriller']"
115951.0,"['Comedy', 'Drama', 'Music']"
117107.0,"['Crime', 'Drama', 'Mystery']"
95776.0,"['Animation', 'Adventure', 'Comedy']"
109374.0,"['Crime', 'Drama', 'Romance']"
112817.0,"['Drama', 'Fantasy', 'Western']"
113362.0,"['Adventure', 'Drama', 'Romance']"
73778.0,"['Action', 'Crime', 'Drama']"
117108.0,"['Comedy', 'Romance', 'Sci-Fi']"
118114.0,"['Animation', 'Comedy', 'Family']"
115963.0,"['Drama', 'Fantasy', 'Horror']"
116508.0,"['Drama', 'Mystery', 'Thriller']"
117260.0,"['Action', 'Crime', 'Drama']"
117500.0,"['Action', 'Adventure', 'Thriller']"
109592.0,"['Comedy', 'Fantasy', 'Horror']"
117998.0,"['Action', 'Adventure', 'Drama']"
113568.0,"['Animation', 'Action', 'Crime']"
112691.0,"['Animation', 'Short', 'Comedy']"
40366.0,"['Crime', 'Drama', 'Film-Noir']"
103926.0,"['Comedy', 'Drama', 'Romance']"
113849.0,"['Comedy', 'Drama', 'Romance']"
113188.0,"['Adventure', 'Drama', 'Family']"
42644.0,"['Adventure', 'Drama', 'Family']"
109381.0,"['Documentary', 'Biography', 'Music']"
117331.0,"['Action', 'Adventure', 'Comedy']"
117765.0,"['Comedy', 'Crime', 'Drama']"
116669.0,"['Comedy', 'Drama', 'Fantasy']"
94265.0,"['Comedy', 'Drama', 'Musical']"
116629.0,"['Action', 'Adventure', 'Sci-Fi']"
117737.0,"['Drama', 'Mystery', 'Romance']"
116277.0,"['Action', 'Drama', 'Sport']"
116583.0,"['Animation', 'Drama', 'Family']"
115798.0,"['Comedy', 'Drama', 'Thriller']"
116213.0,"['Action', 'Drama', 'Mystery']"
117218.0,"['Comedy', 'Romance', 'Sci-Fi']"
111546.0,"['Drama', 'Romance', 'War']"
116040.0,"['Action', 'Adventure', 'Drama']"
116365.0,"['Comedy', 'Fantasy', 'Horror']"
116905.0,"['Crime', 'Drama', 'Mystery']"
116493.0,"['Comedy', 'Drama', 'Family']"
117333.0,"['Drama', 'Fantasy', 'Romance']"
118113.0,"['Comedy', 'Drama', 'Romance']"
117628.0,"['Comedy', 'Drama', 'Romance']"
117913.0,"['Crime', 'Drama', 'Thriller']"
116320.0,"['Action', 'Adventure', 'Crime']"
116756.0,"['Comedy', 'Family', 'Fantasy']"
112568.0,"['Crime', 'Drama', 'Romance']"
114170.0,"['Action', 'Mystery', 'Thriller']"
112746.0,"['Drama', 'Romance', 'Thriller']"
104403.0,"['Drama', 'Romance', 'War']"
61495.0,"['Comedy', 'Drama', 'Romance']"
110246.0,"['Drama', 'History', 'Mystery']"
116164.0,"['Comedy', 'Crime', 'Romance']"
115472.0,"['Adventure', 'Drama', 'Family']"
116707.0,"['Comedy', 'Fantasy', 'Musical']"
114550.0,"['Comedy', 'Drama', 'Romance']"
116531.0,"['Comedy', 'Crime', 'Romance']"
115857.0,"['Action', 'Drama', 'Sci-Fi']"
117008.0,"['Comedy', 'Family', 'Fantasy']"
116191.0,"['Comedy', 'Drama', 'Romance']"
115986.0,"['Action', 'Fantasy', 'Thriller']"
117826.0,"['Comedy', 'Fantasy', 'Horror']"
111424.0,"['Crime', 'Drama', 'Mystery']"
116225.0,"['Action', 'Adventure', 'Sci-Fi']"
117918.0,"['Comedy', 'Drama', 'Romance']"
104558.0,"['Action', 'Comedy', 'Crime']"
115736.0,"['Crime', 'Romance', 'Thriller']"
101692.0,"['Comedy', 'Crime', 'Thriller']"
116745.0,"['Crime', 'Drama', 'Music']"
113542.0,"['Biography', 'Crime', 'Drama']"
106544.0,"['Action', 'Comedy', 'Crime']"
120004.0,"['Horror', 'Mystery', 'Sci-Fi']"
116654.0,"['Horror', 'Sci-Fi', 'Thriller']"
115725.0,"['Comedy', 'Family', 'Fantasy']"
115783.0,"['Action', 'Comedy', 'Crime']"
120271.0,"['Drama', 'Romance', 'War']"
113596.0,"['Animation', 'Adventure', 'Family']"
94822.0,"['Crime', 'Mystery', 'Romance']"
117991.0,"['Comedy', 'Drama', 'Romance']"
117093.0,"['Drama', 'Romance', 'War']"
35896.0,"['Adventure', 'Drama', 'History']"
45152.0,"['Comedy', 'Musical', 'Romance']"
43278.0,"['Drama', 'Musical', 'Romance']"
50419.0,"['Comedy', 'Musical', 'Romance']"
54698.0,"['Comedy', 'Drama', 'Romance']"
52357.0,"['Mystery', 'Romance', 'Thriller']"
36855.0,"['Crime', 'Drama', 'Film-Noir']"
25164.0,"['Comedy', 'Musical', 'Romance']"
53125.0,"['Action', 'Adventure', 'Mystery']"
53604.0,"['Comedy', 'Drama', 'Romance']"
56923.0,"['Comedy', 'Mystery', 'Romance']"
34583.0,"['Drama', 'Romance', 'War']"
33870.0,"['Crime', 'Film-Noir', 'Mystery']"
58385.0,"['Drama', 'Family', 'Musical']"
47437.0,"['Comedy', 'Drama', 'Romance']"
31580.0,"['Comedy', 'Drama', 'Family']"
37059.0,"['Comedy', 'Drama', 'Family']"
32138.0,"['Adventure', 'Family', 'Fantasy']"
31381.0,"['Drama', 'History', 'Romance']"
39428.0,"['Adventure', 'Romance', 'War']"
32976.0,"['Drama', 'Mystery', 'Romance']"
32484.0,"['Action', 'Romance', 'Thriller']"
38787.0,"['Drama', 'Film-Noir', 'Romance']"
38109.0,"['Film-Noir', 'Mystery', 'Romance']"
48728.0,"['Crime', 'Mystery', 'Romance']"
45537.0,"['Comedy', 'Musical', 'Romance']"
50658.0,"['Comedy', 'Crime', 'Drama']"
51658.0,"['Comedy', 'Musical', 'Romance']"
29843.0,"['Action', 'Adventure', 'Romance']"
32762.0,"['Action', 'Adventure', 'Romance']"
37008.0,"['Crime', 'Drama', 'Film-Noir']"
39420.0,"['Comedy', 'Drama', 'Fantasy']"
29162.0,"['Adventure', 'Drama', 'Fantasy']"
27125.0,"['Comedy', 'Musical', 'Romance']"
28010.0,"['Comedy', 'Drama', 'Romance']"
25878.0,"['Comedy', 'Crime', 'Mystery']"
32599.0,"['Comedy', 'Drama', 'Romance']"
48960.0,"['Adventure', 'Comedy', 'Family']"
38650.0,"['Drama', 'Family', 'Fantasy']"
29947.0,"['Comedy', 'Family', 'Romance']"
36094.0,"['Comedy', 'Music', 'Mystery']"
38300.0,"['Comedy', 'Fantasy', 'Romance']"
32022.0,"['Crime', 'Drama', 'Film-Noir']"
41509.0,"['Comedy', 'Musical', 'Romance']"
36241.0,"['Comedy', 'Drama', 'Romance']"
43265.0,"['Adventure', 'Drama', 'Romance']"
46414.0,"['Action', 'Adventure', 'Comedy']"
33891.0,"['Comedy', 'Drama', 'Romance']"
29855.0,"['Drama', 'Mystery', 'Romance']"
22879.0,"['Drama', 'Romance', 'War']"
27980.0,"['Crime', 'Music', 'Mystery']"
93229.0,"['Action', 'Comedy', 'Crime']"
118927.0,"['Action', 'Crime', 'Drama']"
117357.0,"['Comedy', 'Drama', 'Romance']"
117669.0,"['Documentary', 'Biography', 'Music']"
116329.0,"['Adventure', 'Drama', 'Family']"
116442.0,"['Comedy', 'Drama', 'Music']"
114354.0,"['Drama', 'Music', 'Romance']"
117011.0,"['Action', 'Crime', 'Mystery']"
117039.0,"['Biography', 'Drama', 'Thriller']"
116830.0,"['Action', 'Crime', 'Drama']"
117603.0,"['Action', 'Crime', 'Drama']"
115438.0,"['Comedy', 'Crime', 'Thriller']"
115994.0,"['Comedy', 'Crime', 'Thriller']"
116259.0,"['Crime', 'Drama', 'Mystery']"
116421.0,"['Action', 'Comedy', 'Crime']"
116000.0,"['Action', 'Comedy', 'Drama']"
72653.0,"['Family', 'Comedy', 'Western']"
47977.0,"['Family', 'Western', 'Adventure']"
72951.0,"['Adventure', 'Family', 'Fantasy']"
64603.0,"['Comedy', 'Family', 'Sport']"
71607.0,"['Comedy', 'Family', 'Fantasy']"
50798.0,"['Family', 'Drama', 'Adventure']"
55277.0,"['Comedy', 'Family', 'Romance']"
107131.0,"['Adventure', 'Comedy', 'Drama']"
53271.0,"['Family', 'Comedy', 'Fantasy']"
59793.0,"['Comedy', 'Crime', 'Family']"
46672.0,"['Adventure', 'Drama', 'Family']"
106611.0,"['Adventure', 'Comedy', 'Family']"
109127.0,"['Comedy', 'Family', 'Fantasy']"
42332.0,"['Animation', 'Family', 'Fantasy']"
63819.0,"['Animation', 'Short', 'Comedy']"
38166.0,"['Animation', 'Comedy', 'Family']"
57546.0,"['Animation', 'Adventure', 'Comedy']"
41890.0,"['Animation', 'Drama', 'Family']"
102798.0,"['Action', 'Adventure', 'Drama']"
58331.0,"['Comedy', 'Family', 'Fantasy']"
33563.0,"['Animation', 'Drama', 'Family']"
76538.0,"['Animation', 'Adventure', 'Comedy']"
66817.0,"['Animation', 'Adventure', 'Comedy']"
43274.0,"['Animation', 'Adventure', 'Family']"
